locus_tag,possible.G.to.A,possible.G.to.T,possible.G.to.C,possible.A.to.G,possible.A.to.T,possible.A.to.C,possible.T.to.G,possible.T.to.A,possible.T.to.C,possible.C.to.G,possible.C.to.A,possible.C.to.T,gene.length,gene
ECB_00365,79,62,62,50,24,25,42,49,108,47,59,112,978,thiL
ECB_00366,43,36,36,13,8,8,10,19,49,28,36,59,519,pgpA
ECB_00367,85,61,61,69,28,28,29,37,85,45,63,100,975,yajO
ECB_00368,143,113,113,108,33,33,56,80,151,121,134,243,1863,dxs
ECB_00369,68,44,44,59,27,28,42,50,91,44,54,105,900,ispA
ECB_00370,29,17,17,20,5,5,5,7,14,11,11,29,243,xseB
ECB_00371,125,84,84,60,7,8,51,71,129,87,104,186,1449,thiI
ECB_00372,54,42,42,27,11,11,20,28,48,40,47,81,591,thiJ
ECB_00373,68,45,45,55,24,25,23,34,89,56,67,103,912,apbA
ECB_00374,43,21,21,27,6,6,18,24,45,24,28,56,492,yajQ
ECB_00375,115,89,89,73,29,30,53,76,125,76,91,153,1365,yajR
ECB_00376,64,41,41,68,26,31,45,56,116,29,37,72,936,ECB_00376
ECB_00377,31,16,16,39,20,22,33,42,80,18,23,36,543,ECB_00377
ECB_00378,21,13,13,33,9,11,19,21,39,18,22,34,378,ECB_00378
ECB_00379,86,71,71,30,16,20,30,38,72,46,64,121,891,cyoE
ECB_00380,23,22,22,17,12,12,7,11,20,14,21,45,330,cyoD
ECB_00381,45,37,37,21,10,10,26,29,48,28,40,98,615,cyoC
ECB_00382,149,117,117,64,38,38,84,108,157,94,129,283,1992,cyoB
ECB_00383,67,42,42,54,21,23,35,44,76,42,52,115,948,cyoA
ECB_00384,136,110,110,76,41,42,57,72,141,88,103,179,1476,ampG
ECB_00385,41,30,30,31,10,10,24,27,47,31,44,81,579,yajG
ECB_00386,21,14,14,22,9,10,18,20,38,12,15,27,318,bolA
ECB_00387,91,61,61,102,20,20,81,85,98,48,69,161,1299,tig
ECB_00388,48,33,33,33,11,11,24,33,60,33,41,70,624,clpP
ECB_00389,118,77,77,80,22,22,53,69,118,57,73,147,1275,clpX
ECB_00390,67,46,46,98,62,65,53,60,116,49,67,106,1113,insL-2
ECB_00391,232,165,165,134,33,33,107,131,203,93,122,250,2355,lon
ECB_00392,16,11,11,23,9,9,25,28,37,8,12,21,273,hupB
ECB_00393,173,112,112,116,27,27,71,84,142,72,94,224,1872,ppiD
ECB_00394,38,31,31,33,13,13,10,14,29,17,18,33,372,ybaV
ECB_00395,31,16,16,29,7,7,12,17,41,16,20,40,399,ybaW
ECB_00396,60,45,45,46,20,21,14,20,69,34,37,72,696,ybaX
ECB_00397,142,99,99,130,60,61,40,51,149,84,100,187,1701,ybaE
ECB_00398,65,41,41,43,18,18,29,34,100,41,49,84,819,cof
ECB_00399,39,28,28,25,6,6,14,16,32,28,32,66,459,ybaO
ECB_00400,163,119,119,77,25,26,66,88,182,87,109,189,1773,mdlA
ECB_00401,194,149,149,84,39,40,57,71,148,87,105,205,1782,mdlB
ECB_00402,28,21,21,24,5,5,11,18,27,19,24,41,339,glnK
ECB_00403,139,117,117,42,26,26,48,70,118,66,79,147,1287,amtB
ECB_00404,77,55,55,50,18,18,31,39,87,40,46,90,861,tesB
ECB_00405,61,47,47,41,23,23,30,36,58,20,24,41,573,ybaY
ECB_00406,27,18,18,34,13,13,16,18,34,23,28,39,390,ybaZ
ECB_00407,26,12,12,20,7,7,14,16,34,16,22,29,354,ybaA
ECB_00408,117,72,72,100,42,47,42,71,168,72,97,147,1551,ylaB
ECB_00409,28,23,23,28,8,8,20,22,48,27,34,63,471,ylaC
ECB_00410,28,16,16,34,20,21,26,36,67,30,35,59,552,maa
ECB_00411,11,6,6,23,7,7,7,9,23,9,11,21,219,hha
ECB_00412,25,10,10,22,9,10,10,15,48,10,15,32,375,ybaJ
ECB_00413,313,225,225,132,61,61,146,173,266,138,184,373,3150,acrB
ECB_00414,107,71,71,78,32,33,65,72,107,55,69,129,1194,acrA
ECB_00415,38,23,23,63,24,25,25,33,66,27,34,53,648,acrR
ECB_00416,348,242,242,186,55,56,120,156,283,125,168,384,3363,kefA
ECB_00417,19,11,11,9,2,2,4,6,18,7,8,15,162,ybaM
ECB_00418,59,39,39,37,13,16,21,23,43,26,31,52,528,priC
ECB_00419,38,28,28,18,9,9,7,15,34,18,26,40,378,ybaN
ECB_00420,40,29,29,29,5,5,28,33,47,36,44,84,552,apt
ECB_00421,227,160,160,116,44,45,57,72,144,97,116,200,1932,dnaX
ECB_00422,29,16,16,28,10,10,12,13,15,12,15,38,330,ybaB
ECB_00423,60,44,44,28,8,8,27,30,52,30,41,69,606,recR
ECB_00424,170,124,124,106,21,21,82,85,130,73,101,253,1875,htpG
ECB_00425,47,36,36,42,6,6,41,47,61,29,37,74,645,adk
ECB_00426,88,71,71,63,27,28,34,44,89,46,49,94,963,hemH
ECB_00427,85,52,52,44,20,21,41,50,114,41,48,86,960,aes
ECB_00428,114,79,79,74,28,28,42,57,118,56,62,147,1305,gsk
ECB_00429,191,150,150,91,47,47,51,74,144,84,107,190,1677,ybaL
ECB_00430,111,93,93,62,36,36,47,62,117,57,78,141,1221,fsr
ECB_00431,153,109,109,100,29,29,53,67,152,68,84,161,1653,ushA
ECB_00432,39,29,29,38,13,13,16,20,42,27,32,51,480,ybaK
ECB_00433,81,55,55,40,14,14,18,25,68,40,51,90,795,ybaP
ECB_00434,25,13,13,32,13,14,14,16,39,12,15,24,342,ybaQ
ECB_00435,271,213,213,139,68,68,81,103,189,126,156,277,2505,copA
ECB_00436,71,52,52,60,27,27,34,43,89,55,61,104,933,ybaS
ECB_00437,128,101,101,44,20,20,38,55,119,75,99,163,1293,ybaT
ECB_00438,47,31,31,17,6,6,2,6,21,24,32,61,408,cueR
ECB_00439,45,32,32,20,12,12,13,17,39,28,34,52,456,ybbJ
ECB_00440,78,54,54,53,12,12,31,45,68,53,71,107,918,ybbK
ECB_00441,55,32,32,47,20,20,23,32,78,22,29,63,678,ybbL
ECB_00442,84,61,61,44,19,19,10,34,81,29,37,64,780,ybbM
ECB_00443,127,82,82,42,9,9,18,26,60,28,33,91,855,ybbN
ECB_00444,69,49,49,50,26,26,20,26,64,46,55,92,810,ybbO
ECB_00445,54,29,29,31,11,11,21,26,63,34,36,74,627,tesA
ECB_00446,73,47,47,39,16,16,25,29,59,39,47,79,687,ybbA
ECB_00447,298,222,222,122,59,60,64,79,179,117,136,268,2415,ybbP
ECB_00448,507,376,376,196,114,134,95,104,262,182,250,518,4281,rhsD
ECB_00449,14,7,7,42,20,22,17,23,57,3,4,10,369,ybbC
ECB_00450,65,44,44,56,25,32,16,21,83,6,13,45,711,ylbH
ECB_00451,5,4,4,23,21,21,10,15,41,2,4,12,261,ybbD
ECB_00452,20,10,10,18,5,6,26,27,46,22,27,42,372,ylbG
ECB_00453,113,79,79,65,20,22,37,49,96,46,55,112,1095,ybbB
ECB_00454,80,54,54,65,29,31,20,29,80,51,66,101,927,ybbS
ECB_00455,43,30,30,23,6,6,16,21,51,20,27,52,483,allA
ECB_00456,78,50,50,52,24,29,28,34,85,43,51,78,816,allR
ECB_00457,144,117,117,105,35,36,89,112,179,70,88,179,1782,gcl
ECB_00458,46,34,34,52,10,10,35,51,111,26,30,58,777,hyi
ECB_00459,70,54,54,56,18,18,44,58,99,44,49,87,879,glxR
ECB_00460,12,6,6,30,15,18,10,13,32,5,10,16,279,ybbV
ECB_00461,88,70,70,86,41,43,63,95,172,68,83,157,1455,allP
ECB_00462,88,66,66,87,26,26,75,89,135,55,70,157,1362,allB
ECB_00463,121,100,100,58,35,35,56,73,150,59,73,134,1302,ybbY
ECB_00464,118,93,93,60,26,26,35,58,112,56,61,101,1146,glxK
ECB_00465,39,30,30,50,16,16,36,44,96,37,46,90,786,ylbA
ECB_00466,96,81,81,81,26,29,40,55,117,55,64,123,1236,allC
ECB_00467,69,48,48,69,25,26,31,44,99,67,78,116,1050,allD
ECB_00468,156,126,126,97,35,35,47,69,144,95,107,190,1668,fdrA
ECB_00469,110,84,84,64,31,32,39,52,93,70,86,141,1260,ylbE
ECB_00470,66,54,54,48,21,21,32,35,79,31,33,65,720,ylbF
ECB_00471,115,85,85,47,16,17,28,40,82,37,43,70,894,arcC
ECB_00472,121,88,88,45,10,10,38,49,97,47,53,115,1068,purK
ECB_00473,45,37,37,28,12,12,18,24,34,30,35,68,510,purE
ECB_00474,56,46,46,42,13,13,18,25,66,43,51,82,723,ybbF
ECB_00475,20,15,15,33,9,9,28,32,42,19,25,69,495,ppiB
ECB_00476,122,93,93,67,18,18,45,54,106,63,75,171,1386,cysS
ECB_00477,49,38,38,25,13,15,19,26,57,26,31,54,522,ybcI
ECB_00478,19,12,12,15,4,4,9,10,16,10,12,24,213,ybcJ
ECB_00479,69,55,55,47,19,19,41,56,82,49,57,109,867,folD
ECB_00480,20,13,13,41,26,28,36,45,83,24,26,44,543,sfmA
ECB_00481,43,26,26,60,27,31,28,40,87,25,31,53,693,sfmC
ECB_00482,165,117,117,151,76,79,106,137,338,117,137,236,2610,sfmD
ECB_00483,65,48,48,57,29,30,46,60,139,35,43,68,978,sfmH
ECB_00484,35,30,30,39,23,26,17,20,59,22,29,50,516,sfmF
ECB_00485,31,19,19,52,21,24,27,35,88,16,27,49,633,fimZ
ECB_00486,85,34,34,103,58,71,43,53,96,40,55,88,1164,intD
ECB_00487,29,11,11,37,24,29,14,16,28,22,25,37,402,ECB_00487
ECB_00488,13,3,3,19,12,13,9,10,22,6,11,17,219,ECB_00488
ECB_00489,25,13,13,18,10,12,12,14,31,12,16,34,315,ECB_00489
ECB_00490,18,10,10,29,20,22,13,17,37,17,21,35,366,ECB_00490
ECB_00491,20,11,11,20,11,12,13,14,22,8,13,21,237,ybcD
ECB_00492,20,13,13,18,10,13,3,4,11,5,11,12,186,renD
ECB_00493,16,10,10,29,20,20,18,29,52,8,12,20,333,emrE
ECB_00494,72,24,24,157,88,106,66,87,221,26,40,65,1527,ybcK
ECB_00495,20,9,9,55,41,42,42,44,82,13,16,22,552,ybcL
ECB_00496,40,15,15,74,39,47,47,54,122,11,17,36,798,ybcM
ECB_00497,31,15,15,24,7,8,18,20,39,25,33,59,456,ybcN
ECB_00498,12,5,5,16,12,14,8,9,15,6,8,15,171,ninE
ECB_00499,24,16,16,22,11,14,15,18,30,7,14,25,291,ybcO
ECB_00500,25,16,16,20,10,10,12,14,32,20,27,46,363,rus
ECB_00501,7,3,3,11,9,9,6,6,14,7,8,14,141,ylcG
ECB_00502,22,11,11,27,12,13,17,22,52,8,13,25,384,ybcQ
ECB_00503,21,14,14,40,17,17,46,49,77,24,27,68,606,nmpC
ECB_00504,61,45,45,25,14,17,10,11,29,18,27,55,504,insB-6
ECB_00505,12,9,9,16,6,6,17,20,29,18,22,35,276,insA-6
ECB_00506,17,11,11,18,9,10,8,9,19,11,11,22,216,ybcR
ECB_00507,21,13,13,41,24,26,32,37,54,21,26,44,498,ybcS
ECB_00508,33,18,18,29,10,15,21,25,45,24,33,53,462,ybcT
ECB_00509,15,8,8,34,18,18,15,20,34,9,10,18,294,ybcU
ECB_00510,8,4,4,23,9,13,6,9,15,8,12,18,195,ECB_00510
ECB_00511,53,33,33,41,18,21,25,31,46,24,39,57,576,nohB
ECB_00512,312,223,223,101,67,72,78,101,214,130,167,320,2817,ECB_00512
ECB_00513,162,105,105,208,129,140,112,130,254,64,80,155,2346,ECB_00513
ECB_00514,16,9,9,21,10,11,9,13,32,8,9,20,282,ECB_00514
ECB_00515,43,22,22,64,37,42,35,45,80,18,25,53,705,ECB_00515
ECB_00516,27,22,22,10,9,9,15,17,33,7,9,22,294,ECB_00516
ECB_00517,20,11,11,21,15,15,11,13,27,18,25,43,336,ECB_00517
ECB_00518,28,11,11,75,42,53,24,35,102,17,24,44,750,appY
ECB_00519,28,17,17,75,38,43,47,53,113,40,52,94,954,ompT
ECB_00520,56,32,32,46,16,16,16,23,72,34,48,98,762,envY
ECB_00521,67,40,40,57,20,21,30,38,84,53,58,108,891,ybcH
ECB_00522,268,178,178,170,79,80,97,113,265,154,184,339,2973,nfrA
ECB_00523,38,28,28,24,8,8,19,25,60,33,40,75,579,nfrB
ECB_00524,7,5,5,12,7,7,11,12,22,12,14,23,171,ECB_00524
ECB_00525,68,35,35,101,45,54,34,54,131,25,41,80,1137,yhhI
ECB_00526,5,4,4,19,7,8,7,9,23,4,6,10,162,ECB_00526
ECB_00527,12,6,6,35,12,13,10,17,44,4,4,13,291,ECB_00527
ECB_00528,15,7,7,30,16,17,12,15,32,3,3,10,261,ECB_00528
ECB_00529,68,50,50,32,16,22,7,8,34,22,31,56,558,ECB_00529
ECB_00530,167,110,110,78,44,46,33,36,83,80,104,203,1599,ECB_00530
ECB_00531,133,90,90,66,30,32,38,54,131,78,106,165,1449,cusS
ECB_00532,70,50,50,25,6,6,14,21,55,47,56,92,684,cusR
ECB_00533,130,81,81,86,36,36,44,55,144,55,68,135,1374,cusC
ECB_00534,20,10,10,24,5,5,9,15,34,17,20,32,333,ylcC
ECB_00535,121,94,94,62,22,22,41,56,101,73,91,133,1224,cusB
ECB_00536,371,286,286,137,54,54,76,116,246,153,208,337,3144,cusA
ECB_00537,139,116,116,55,29,29,49,69,124,55,73,163,1377,pheP
ECB_00538,108,75,75,62,26,26,45,75,146,52,69,118,1248,ybdG
ECB_00539,45,33,33,39,10,10,30,32,63,36,41,77,654,nfnB
ECB_00540,31,20,20,25,7,8,9,13,34,19,22,39,369,ybdF
ECB_00541,24,18,18,14,5,5,9,11,28,11,13,30,249,ybdJ
ECB_00542,92,59,59,59,25,25,30,43,116,59,71,121,1119,ybdK
ECB_00543,34,12,12,46,21,26,30,35,58,22,29,38,522,insJ-1
ECB_00544,45,18,18,35,23,30,27,32,62,21,26,48,576,insK-1
ECB_00545,61,45,45,25,14,17,10,11,29,18,27,55,504,insB-7
ECB_00546,12,9,9,16,6,6,17,20,29,18,22,35,276,insA-7
ECB_00547,22,15,15,7,4,4,6,7,15,4,4,11,153,hokE
ECB_00548,67,46,46,98,62,65,53,60,116,49,67,106,1113,insL-3
ECB_00549,44,25,25,49,27,28,21,29,67,23,30,54,630,entD
ECB_00550,192,134,134,96,35,35,76,97,192,123,141,283,2241,fepA
ECB_00551,83,54,54,75,34,35,38,47,97,63,76,116,1125,fes
ECB_00552,27,14,14,12,7,7,2,3,16,7,7,18,219,ybdZ
ECB_00553,403,307,307,221,94,96,134,168,361,183,211,386,3882,entF
ECB_00554,92,56,56,88,30,31,42,55,127,36,49,96,1134,fepE
ECB_00555,77,56,56,53,24,24,29,40,81,39,48,76,816,fepC
ECB_00556,101,81,81,37,19,20,32,47,83,75,88,132,993,fepG
ECB_00557,108,94,94,42,24,24,35,47,83,77,90,141,1005,fepD
ECB_00558,166,130,130,61,35,35,39,53,116,53,63,121,1251,ybdA
ECB_00559,94,67,67,65,27,28,25,35,72,53,63,114,957,fepB
ECB_00560,118,86,86,66,24,24,39,50,104,68,74,128,1176,entC
ECB_00561,162,114,114,77,31,31,52,67,143,82,98,193,1611,entE
ECB_00562,89,63,63,41,16,16,16,23,64,36,46,98,858,entB
ECB_00563,75,53,53,36,15,15,23,30,60,46,54,87,747,entA
ECB_00564,44,36,36,19,8,8,15,16,36,20,25,43,414,ybdB
ECB_00565,126,102,102,34,18,18,31,43,77,38,46,107,987,cstA
ECB_00566,15,10,10,13,4,4,6,7,18,8,10,19,198,ybdD
ECB_00567,105,82,82,56,23,23,40,51,108,55,64,117,1089,ybdH
ECB_00568,115,71,71,60,32,32,32,46,118,56,66,116,1161,ybdL
ECB_00569,43,31,31,52,12,12,18,25,67,29,38,58,630,ybdM
ECB_00570,52,30,30,80,31,31,30,37,98,47,67,111,1062,ybdN
ECB_00571,60,44,44,25,14,17,10,11,29,18,27,54,504,insB-8
ECB_00572,12,9,9,16,6,6,17,20,29,18,22,35,276,insA-8
ECB_00573,51,28,28,68,31,32,27,33,62,29,39,71,762,dsbG
ECB_00574,25,19,19,44,13,13,35,38,45,21,31,80,564,ahpC
ECB_00575,125,88,88,98,36,36,65,83,125,78,99,204,1566,ahpF
ECB_00576,26,20,20,31,13,13,23,28,49,17,21,47,429,ybdQ
ECB_00577,96,61,61,92,47,48,48,67,140,51,61,100,1239,ybdR
ECB_00578,30,23,23,27,11,12,18,21,35,22,27,51,411,rnk
ECB_00579,42,29,29,67,30,30,38,41,80,40,47,89,807,rna
ECB_00580,117,100,100,76,42,43,62,89,148,64,77,166,1464,citT
ECB_00581,68,47,47,62,32,33,29,37,83,54,63,102,879,citG
ECB_00582,42,26,26,31,13,14,14,21,44,47,52,78,552,citX
ECB_00583,115,93,93,75,25,25,75,91,131,97,113,215,1533,citF
ECB_00584,63,51,51,48,10,10,42,51,76,72,82,136,909,citE
ECB_00585,21,13,13,16,11,11,8,11,21,21,26,45,297,citD
ECB_00586,79,56,56,61,23,23,35,50,95,62,75,138,1059,citC
ECB_00587,60,44,44,25,14,17,10,11,29,18,27,54,504,insB-9
ECB_00588,12,9,9,16,6,6,17,20,29,18,22,35,276,insA-9
ECB_00589,153,102,102,86,31,35,53,79,171,67,91,165,1659,citA
ECB_00590,57,37,37,43,19,22,23,34,73,30,37,66,681,citB
ECB_00591,115,98,98,68,38,38,63,89,142,68,90,157,1386,dcuC
ECB_00592,28,19,19,35,16,17,20,25,64,25,31,53,561,crcA
ECB_00593,9,3,3,16,6,6,18,20,24,5,8,21,210,cspE
ECB_00594,30,25,25,35,23,25,11,15,35,11,14,36,384,ccrB
ECB_00595,79,58,58,55,29,29,28,35,74,33,40,68,789,ybeM
ECB_00596,24,15,15,11,4,4,11,14,22,5,5,16,204,tatE
ECB_00597,75,57,57,55,19,19,47,57,95,42,53,105,966,lipA
ECB_00598,61,44,44,62,29,32,35,47,108,34,54,103,954,ybeF
ECB_00599,48,32,32,45,18,18,34,43,80,22,27,51,642,lipB
ECB_00600,18,12,12,22,7,7,16,17,24,8,12,28,264,ybeD
ECB_00601,77,55,55,62,14,14,61,68,121,61,79,156,1212,dacA
ECB_00602,85,58,58,71,42,43,54,61,95,58,70,117,1089,rlpA
ECB_00603,88,72,72,61,37,39,38,59,95,61,74,141,1113,mrdB
ECB_00604,156,117,117,96,34,35,85,102,181,93,112,226,1902,mrdA
ECB_00605,51,32,32,19,8,8,14,19,35,31,34,56,468,ybeA
ECB_00606,20,10,10,17,3,3,12,16,30,19,25,42,318,ybeB
ECB_00607,36,22,22,38,16,17,19,25,66,30,41,69,612,phpB
ECB_00608,61,40,40,42,13,13,26,32,70,20,29,55,642,nadD
ECB_00609,104,63,63,70,24,24,41,45,111,41,50,98,1032,holA
ECB_00610,55,38,38,34,15,15,27,30,56,23,32,60,582,rlpB
ECB_00611,201,145,145,139,41,41,125,136,200,115,139,319,2583,leuS
ECB_00612,47,30,30,37,13,15,12,13,31,16,22,55,483,ybeL
ECB_00613,22,13,13,43,17,19,16,20,59,19,22,44,513,ybeQ
ECB_00614,29,19,19,52,21,21,28,31,92,27,37,63,708,ybeR
ECB_00615,100,54,54,87,31,34,41,50,130,24,37,79,1140,ybeV
ECB_00616,147,103,103,114,43,45,43,68,175,76,100,154,1671,hscC
ECB_00617,68,53,53,63,27,27,43,54,98,45,51,97,936,rihA
ECB_00618,36,27,27,27,5,5,14,17,28,21,24,47,387,gltL
ECB_00619,34,12,12,46,21,26,30,35,58,22,29,38,522,insJ-2
ECB_00620,62,27,27,59,25,37,43,52,101,22,28,64,852,insK-2
ECB_00621,71,53,53,28,13,15,25,37,69,27,34,72,675,gltK
ECB_00622,71,54,54,23,7,7,30,38,67,42,52,93,741,gltJ
ECB_00623,63,42,42,65,17,17,39,46,76,44,51,109,909,gltI
ECB_00624,153,103,103,108,57,65,81,105,218,78,103,154,1878,ECB_00624
ECB_00625,171,131,131,56,31,31,49,72,123,79,92,191,1539,lnt
ECB_00626,65,46,46,43,9,9,32,43,72,34,50,119,879,ybeX
ECB_00627,49,30,30,30,6,6,10,13,39,19,23,45,468,ybeY
ECB_00628,97,64,64,59,19,20,37,49,81,54,74,143,1080,ybeZ
ECB_00629,121,86,86,67,18,18,50,65,111,78,98,190,1425,yleA
ECB_00630,140,101,101,54,29,30,39,49,108,42,51,104,1176,ubiF
ECB_00631,129,92,92,100,33,33,68,81,145,71,87,192,1665,asnB
ECB_00632,59,50,50,34,13,13,28,38,73,38,47,90,753,nagD
ECB_00633,100,69,69,60,19,19,48,71,114,67,88,161,1221,nagC
ECB_00634,87,69,69,67,25,26,48,62,112,63,75,139,1149,nagA
ECB_00635,47,34,34,51,15,17,40,44,82,36,46,98,801,nagB
ECB_00636,178,150,150,94,43,44,101,120,164,74,104,246,1947,nagE
ECB_00637,139,101,101,76,15,15,75,87,148,64,87,209,1665,glnS
ECB_00638,76,52,52,69,26,27,59,64,128,70,83,185,1407,ybfM
ECB_00639,30,17,17,29,9,9,4,7,23,13,15,31,327,ybfN
ECB_00640,22,14,14,31,7,7,20,23,48,21,27,58,447,fur
ECB_00641,25,15,15,35,10,10,23,30,54,23,31,68,531,fldA
ECB_00642,31,22,22,25,6,6,12,13,21,9,13,30,294,ybfE
ECB_00643,53,35,35,47,27,28,36,40,87,25,39,71,765,ybfF
ECB_00644,46,29,29,39,14,14,24,29,49,21,29,52,546,seqA
ECB_00645,140,107,107,78,27,27,83,94,148,73,92,204,1641,pgm
ECB_00646,27,14,14,45,22,24,16,21,53,24,28,44,495,ybfP
ECB_00647,28,20,20,74,34,36,27,30,73,21,28,41,651,ybfGH
ECB_00648,107,89,89,69,42,42,53,79,125,62,73,140,1320,potE
ECB_00649,156,112,112,147,54,54,98,116,243,81,102,226,2199,speF
ECB_00650,18,10,10,20,9,11,8,12,29,8,8,18,258,ECB_00650
ECB_00651,62,41,41,33,15,15,16,28,62,51,56,85,678,kdpE
ECB_00652,275,209,209,145,57,57,81,101,230,161,201,305,2688,kdpD
ECB_00653,56,47,47,37,13,13,21,24,53,27,35,58,573,kdpC
ECB_00654,197,156,156,88,30,30,68,97,173,135,163,262,2049,kdpB
ECB_00655,169,141,141,63,27,27,62,77,150,91,104,207,1674,kdpA
ECB_00656,12,9,9,4,3,3,2,2,10,4,5,10,90,kdpF
ECB_00657,12,9,9,11,3,4,10,10,21,10,11,22,207,ybfA
ECB_00658,153,112,112,106,58,65,43,48,123,69,97,186,1665,rhsC
ECB_00659,11,7,7,28,25,28,10,20,45,6,6,18,327,ybfB
ECB_00660,145,101,101,96,53,66,27,32,99,48,69,152,1434,ybfO
ECB_00661,31,13,13,52,23,28,23,26,78,12,18,29,570,ybfC
ECB_00662,13,7,7,42,24,24,3,6,30,0,1,7,276,ECB_00662
ECB_00663,14,10,10,19,13,13,12,17,32,12,17,29,279,ECB_00663
ECB_00664,4,0,0,23,16,17,10,19,40,2,3,10,243,ECB_00664
ECB_00665,52,29,29,80,39,46,23,35,85,20,34,64,858,yhhI
ECB_00666,40,17,17,58,22,25,29,45,101,19,29,55,762,ybfD
ECB_00667,37,21,21,23,9,9,24,28,63,22,28,52,510,ybgA
ECB_00668,142,95,95,81,35,39,47,57,142,53,68,119,1422,phrB
ECB_00669,129,106,106,68,35,36,47,67,132,77,94,188,1482,ybgH
ECB_00670,71,46,46,38,14,14,29,41,84,36,39,69,744,ybgI
ECB_00671,83,60,60,35,16,16,26,31,61,23,31,54,657,ybgJ
ECB_00672,92,63,63,43,12,12,35,48,97,48,56,92,933,ybgK
ECB_00673,62,43,43,56,28,31,18,27,53,45,49,88,735,ybgL
ECB_00674,85,56,56,44,15,16,29,33,86,32,43,69,792,nei
ECB_00675,94,83,83,44,27,27,44,62,97,63,81,123,1047,abrB
ECB_00676,62,38,38,60,21,21,37,54,127,48,60,113,1062,ybgO
ECB_00677,54,36,36,53,20,21,23,28,69,39,42,80,732,ybgP
ECB_00678,134,97,97,136,61,62,89,119,263,132,151,290,2451,ybgQ
ECB_00679,25,18,18,45,20,20,26,33,64,32,34,62,567,ybgD
ECB_00680,89,70,70,63,21,21,67,82,129,52,65,157,1284,gltA
ECB_00681,19,17,17,23,10,12,19,23,33,28,36,52,390,sdhC
ECB_00682,28,22,22,12,7,7,14,17,31,21,28,51,348,sdhD
ECB_00683,153,119,119,83,24,25,87,102,162,92,103,211,1767,sdhA
ECB_00684,63,37,37,34,15,16,20,27,73,33,40,80,717,sdhB
ECB_00685,249,169,169,131,35,36,135,143,216,132,157,361,2802,sucA
ECB_00686,113,92,92,70,22,22,61,66,93,58,72,154,1218,sucB
ECB_00687,88,67,67,79,26,26,65,70,97,56,74,146,1167,sucC
ECB_00688,56,44,44,53,15,15,58,67,78,44,65,109,870,sucD
ECB_00689,61,33,33,51,16,16,25,34,72,29,40,61,723,farR
ECB_00690,185,148,148,106,48,49,77,97,196,113,129,200,1977,hrsA
ECB_00691,193,124,124,167,67,71,91,116,262,111,149,271,2634,ybgG
ECB_00692,133,101,101,68,25,25,79,93,135,74,91,199,1569,cydA
ECB_00693,88,76,76,46,29,29,54,67,94,54,67,156,1140,cydB
ECB_00694,8,7,7,9,4,4,4,5,8,5,7,12,114,ybgT
ECB_00695,25,17,17,12,5,5,13,19,36,12,15,27,294,ybgE
ECB_00696,33,19,19,21,12,13,23,25,44,18,20,35,405,ybgC
ECB_00697,56,42,42,37,12,12,31,41,67,27,41,76,693,tolQ
ECB_00698,47,33,33,28,13,14,18,23,41,13,19,39,429,tolR
ECB_00699,113,59,59,147,64,65,55,59,95,37,46,75,1266,tolA
ECB_00700,99,67,67,70,42,42,93,102,151,45,51,122,1293,tolB
ECB_00701,34,24,24,31,10,10,35,37,45,17,22,70,522,pal
ECB_00702,62,37,37,53,22,23,37,41,83,27,34,74,792,ybgF
ECB_00703,75,49,49,82,37,41,44,57,113,41,47,86,1044,nadA
ECB_00704,64,43,43,35,21,22,15,28,68,28,41,79,720,pnuC
ECB_00705,82,61,61,47,30,31,40,52,99,43,50,98,942,ybgR
ECB_00706,17,11,11,27,14,14,16,16,38,24,26,46,381,ybgS
ECB_00707,85,59,59,59,20,20,39,51,100,50,63,123,1053,aroG
ECB_00708,75,51,51,46,12,12,44,47,72,13,19,74,753,gpmA
ECB_00709,90,62,62,45,15,15,42,49,97,58,64,135,1041,galM
ECB_00710,78,52,52,73,29,29,47,56,100,67,79,146,1149,galK
ECB_00711,87,59,59,65,28,28,31,33,80,54,62,127,1047,galT
ECB_00712,65,51,51,52,19,20,32,41,82,64,73,148,1017,galE
ECB_00713,137,90,90,78,28,28,63,80,161,71,85,149,1473,modF
ECB_00714,60,39,39,58,24,24,23,36,70,44,50,97,789,modE
ECB_00715,7,4,4,13,5,5,9,10,17,4,8,16,150,ybhT
ECB_00716,64,52,52,59,25,25,40,45,78,29,34,68,774,modA
ECB_00717,63,58,58,40,16,19,31,41,70,35,46,78,690,modB
ECB_00718,120,93,93,58,16,18,31,42,95,44,60,115,1059,modC
ECB_00719,58,42,42,47,17,17,27,40,82,46,49,95,819,ybhA
ECB_00720,88,65,65,46,19,19,33,40,91,53,59,118,996,ybhE
ECB_00721,82,51,51,85,46,49,29,42,110,35,44,75,1017,ybhD
ECB_00722,60,47,47,67,31,34,57,75,136,54,65,94,1053,ybhH
ECB_00723,105,95,95,80,34,34,57,79,136,75,93,180,1434,ybhI
ECB_00724,186,139,139,117,37,39,94,127,225,104,124,243,2262,ybhJ
ECB_00725,100,79,79,59,30,30,70,82,135,57,64,142,1284,ybhC
ECB_00726,59,22,22,112,71,91,40,48,96,35,51,84,1071,ECB_00726
ECB_00727,22,12,12,20,10,11,5,9,25,9,15,28,285,ECB_00727
ECB_00728,18,5,5,25,15,17,13,18,35,15,18,28,339,ECB_00728
ECB_00729,28,20,20,32,25,26,10,10,26,8,14,31,372,ECB_00729
